names,genre,date_x,score
Sinner: The Secret Diary of a Nymphomaniac,Drama,1973,"4,9"
A Quiet Place Part II,Science Fiction| Thriller| Horror,2021,"7,5"
Twilight,Fantasy| Drama| Romance,2008,"6,3"
Twilight,Fantasy| Drama| Romance,2008,"6,3"
Warriors of Future,Drama| Action| Science Fiction,2022,"7,3"
Spider-Man: Homecoming,Action| Adventure| Science Fiction| Drama,2017,"7,4"
Howl's Moving Castle,Fantasy| Animation| Adventure,2005,"8,4"
World War Z,Action| Drama| Horror| Science Fiction| Thriller,2013,"6,8"
Charlie and the Chocolate Factory,Adventure| Comedy| Family| Fantasy,2005,7
High Heat,Action| Comedy| Crime,2023,6
How to Train Your Dragon: The Hidden World,Animation| Family| Adventure,2019,"7,8"
Girl at the Window,Thriller| Horror,2022,"6,5"
Hellraiser,Horror| Mystery,2022,"6,4"
Pacific Rim,Action| Science Fiction| Adventure,2013,"6,9"
My Hero Academia: Heroes Rising,Animation| Action| Fantasy| Adventure,2020,"8,2"
After,Romance| Drama,2019,"7,2"
After,Romance| Drama,2019,"7,2"
The Hangover,Comedy,2009,"7,3"
The Adam Project,Adventure| Science Fiction,2022,"7,1"
Trick or Treat Scooby-Doo!,Adventure| Mystery| Comedy| Animation| Family,2022,"7,3"
The Tangalanga Method,Comedy,2023,6
Last Man Down,Action| Thriller,2021,"5,8"
The Emperor's New Groove,Adventure| Animation| Comedy| Family| Fantasy,2001,"7,5"
The Princess,Fantasy| Action,2022,"6,9"
The Lion King,Adventure| Drama| Family,2019,"7,1"
The Lion King,Adventure| Drama| Family,2019,"7,1"
Jungle Cruise,Action| Adventure| Fantasy,2021,"7,5"
The Nun,Horror| Mystery| Thriller,2018,"5,9"
Superfast!,Comedy| Action,2015,5
Code Name Banshee,Action| Thriller,2022,"5,9"
Beauty Salon: Special Service 2,Romance,2018,7
The Parent Trap,Comedy| Family,1998,"7,1"
One Way,Action| Crime| Thriller,2022,"6,4"
Monster High: The Movie,Family| Fantasy| Comedy| Adventure| Music| TV Movie,2022,7
Furious 7,Action| Thriller| Crime,2015,"7,2"
The Conjuring 2,Horror| Thriller,2016,"7,3"
Overdose,Action,2022,"6,6"
Dragon Ball Z: Broly – The Legendary Super Saiyan,Animation| Science Fiction| Action,1993,"7,3"
Inception,Action| Science Fiction| Adventure,2010,"8,4"
Frozen,Animation| Family| Adventure| Fantasy,2013,"7,2"
Madagascar: A Little Wild Holiday Goose Chase,Animation| Comedy,2021,"6,3"
God's Not Dead: A Light in Darkness,Drama,2018,"6,9"
Top Gun,Romance| Drama| Action,1986,7
The Prince of Egypt,Adventure| Animation| Drama| Family,1998,"7,2"
The Requin,Thriller| Horror,2022,5
It Chapter Two,Horror| Fantasy,2019,"6,9"
The Unholy,Horror| Mystery,2021,"6,7"
Cinderella,Family| Fantasy| Animation| Romance,1950,7
Cinderella,Family| Fantasy| Animation| Romance,1950,7
The Lord of the Rings: The Fellowship of the Ring,Adventure| Fantasy| Action,2001,"8,4"
The Hip Hop Nutcracker,Music,2022,"5,7"
Margaux,Horror| Science Fiction,2022,"6,8"
Beauty Salon: Special Service,Romance| Drama,2016,"6,2"
Black Widow,Action| Adventure| Science Fiction,2021,"7,4"
Blowback,Action| Thriller| Crime,2022,"6,1"
As They Made Us,Drama| Romance| Comedy,2022,"5,5"
Frank and Penelope,Thriller| Horror| Crime,2022,"7,7"
Finding Nemo,Animation| Family,2003,"7,8"
Ben-Hur,Action| History| Adventure| Drama,2016,"5,7"
Ben-Hur,Action| History| Adventure| Drama,2016,"5,7"
Don't Open the Door,Horror,2022,"7,1"
Grown Ups 2,Comedy,2013,"6,1"
High School Teacher: Maturing,Drama,1985,6
Thor,Adventure| Fantasy| Action,2011,"6,8"
Batman and Superman: Battle of the Super Sons,Animation| Action| Science Fiction,2022,"7,9"
Captain America: Civil War,Adventure| Action| Science Fiction,2016,"7,4"
Dungeons & Dragons: Wrath of the Dragon God,Action| Adventure| Fantasy| TV Movie,2005,"4,3"
Doctor Strange,Action| Adventure| Fantasy,2016,"7,4"
Transformers: Age of Extinction,Science Fiction| Action| Adventure,2014,"5,9"
Carter,Action| Thriller,2022,"6,2"
ODDTAXI in the Woods,Animation| Comedy| Mystery,2022,"6,7"
Joseph: King of Dreams,Family| Animation,2000,"6,8"
The Call of the Wild,Adventure| Family| Drama,2020,"7,6"
No Exit,Thriller| Mystery,2022,7
The Addams Family 2,Animation| Adventure| Comedy| Family| Fantasy| Horror,2022,"7,1"
An Interview with God,Drama| Mystery,2018,"7,1"
Dune,Science Fiction| Adventure,2021,"7,8"
Dune,Science Fiction| Adventure,2021,"7,8"
L.O.L. Surprise! Winter Fashion Show,Animation,2022,"7,9"
Up,Animation| Comedy| Family| Adventure,2009,"7,9"
Pirates of the Caribbean: Dead Men Tell No Tales,Adventure| Action| Fantasy,2017,"6,6"
The Amazing Spider-Man 2,Action| Adventure| Fantasy,2014,"6,5"
Ice Age: Dawn of the Dinosaurs,Animation| Comedy| Family| Adventure,2009,"6,7"
The princess,Action,2022,"7,3"
Alien Sniperess,Action| Science Fiction| Fantasy,2022,"3,7"
Toy Story 2,Animation| Comedy| Family,1999,"7,6"
Reggie,Documentary,2023,"5,4"
Renfield,Comedy| Horror| Fantasy,2023,"8,3"
Barbie: Mermaid Power,Animation,2022,"7,3"
Grown Ups,Comedy,2010,"6,4"
Hidden Figures,Drama| History,2017,"8,1"
The Twilight Saga: Eclipse,Adventure| Fantasy| Drama| Romance,2010,"6,2"
Halloween Ends,Horror| Thriller,2022,"6,3"
Corpus Christi,Drama,2019,"7,7"
Goodbye; Don Glees!,Animation| Adventure| Fantasy,2022,6
The Contractor,Action| Thriller,2022,"6,5"
Samson,Action| Drama| Adventure,2018,"5,8"
The Bible: In the Beginning...,Drama| Family,1966,"7,3"
Deadpool 2,Action| Comedy| Adventure,2018,"7,5"
San Andreas,Action| Drama| Thriller,2015,"6,2"
Infinite,Science Fiction| Action| Thriller,2021,"6,6"
Finding Grace,Drama,2020,"5,8"
Risen,Action| History| Adventure| Drama,2016,"6,1"
Bad Luck Banging or Loony Porn,Comedy,2021,"6,5"
Mortal Kombat Legends: Snow Blind,Animation| Action| Fantasy,2022,"7,9"
2037,Family| Drama,2022,"7,1"
Your Boyfriend Is Mine,Thriller| TV Movie| Action,2022,"6,8"
A Writer's Odyssey,Fantasy| Action| Adventure| Drama,2021,"7,2"
Spirited Away,Animation| Family| Fantasy,2002,"8,5"
Under Wraps 2,Family| Comedy| Fantasy| TV Movie,2022,"6,7"
Super Mario Bros: This Ain't No Video Game,Documentary,2014,"3,4"
The Life and Passion of Jesus Christ,Drama| History,1903,"6,3"
Monster Hunter,Action| Fantasy| Adventure,2021,"6,7"
Ted 2,Comedy| Fantasy,2015,"6,3"
Office Invasion,Science Fiction| Comedy,2022,"5,8"
The Bush,Thriller,2022,5
Togo,Crime| Drama,2022,"6,6"
The Exorcist,Horror,2001,"7,7"
Dragon Ball Z: Wrath of the Dragon,Animation| Action| Science Fiction,1995,"7,2"
Day Shift,Action| Fantasy| Horror| Comedy,2022,"6,9"
Extraction 2,Action| Thriller,2023,0
Three Steps Above Heaven,Romance| Drama,2010,"7,8"
The Hunger Games: Catching Fire,Adventure| Action| Science Fiction,2013,"7,4"
Nope,Horror| Mystery| Science Fiction,2022,"6,9"
I Am Legend,Drama| Science Fiction| Thriller,2008,"7,2"
Avatar: Creating the World of Pandora,Documentary,2010,7
Paws of Fury: The Legend of Hank,Animation| Action| Adventure| Comedy| Family| Western,2022,"6,8"
Kingsman: The Secret Service,Crime| Comedy| Action| Adventure,2015,"7,6"
The Witch: Part 2. The Other One,Action| Mystery| Thriller| Science Fiction,2022,"7,1"
Blacklight,Action| Thriller,2022,"6,3"
The Lord of the Rings: The Return of the King,Adventure| Fantasy| Action,2003,"8,5"
Thor: The Dark World,Action| Adventure| Fantasy,2013,"6,5"
Chernobyl: Abyss,Drama| History| Adventure| Action| Fantasy| Mystery,2021,"6,2"
My Hero Academia: Two Heroes,Animation| Action| Adventure| Fantasy,2018,"7,9"
Overcomer,Drama,2019,"7,7"
Soul,Animation| Family| Comedy| Fantasy| Drama,2020,"8,2"
Exploits of a Young Don Juan,Comedy| Drama,1987,"5,7"
Journey 2: The Mysterious Island,Adventure| Action| Science Fiction,2012,"6,1"
The Key Game,Comedy,2022,"5,9"
The Twilight Saga: Breaking Dawn - Part 2,Adventure| Fantasy| Drama| Romance,2012,"6,5"
Balik Taya,Thriller,2023,2
The Vatican Tapes,Thriller| Horror,2015,"5,3"
The Hunger Games: Mockingjay - Part 2,Action| Adventure| Science Fiction,2015,"6,9"
Scary Movie,Comedy,2000,"6,3"
The Dark Knight,Drama| Action| Crime| Thriller,2008,"8,5"
Miracles from Heaven,Family| Drama,2016,"7,4"
Toy Story 4,Family| Adventure| Animation| Comedy| Fantasy,2019,"7,5"
The SpongeBob Movie: Sponge on the Run,Family| Animation| Fantasy| Adventure| Comedy,2020,"7,5"
Trolls World Tour,Family| Animation| Comedy| Fantasy| Adventure| Music,2020,"7,4"
Iron Man 3,Action| Adventure| Science Fiction,2013,"6,9"
Prometheus,Science Fiction| Adventure| Mystery,2012,"6,5"
Toy Story 3,Animation| Family| Comedy,2010,"7,8"
The Green Mile,Fantasy| Drama| Crime,2000,"8,5"
Deathstroke: Knights & Dragons - The Movie,Animation| Action| Adventure| Science Fiction,2020,7
Mulan,Adventure| Fantasy| Drama| Action,2020,"6,9"
Mulan,Adventure| Fantasy| Drama| Action,2020,"6,9"
Wild Is the Wind,Crime| Drama,2022,"5,6"
Fifty Shades Darker,Drama| Romance,2017,"6,5"
Guardians of the Galaxy Vol. 2,Adventure| Action| Science Fiction,2017,"7,6"
Ant-Man and the Wasp,Action| Adventure| Science Fiction,2018,7
Joker,Crime| Thriller| Drama,2019,"8,2"
Alienoid,Science Fiction| Action| Fantasy| Adventure,2022,"7,2"
Percy Jackson & the Olympians: The Lightning Thief,Adventure| Fantasy| Family,2010,"6,2"
Constantine,Fantasy| Action| Horror,2005,7
Deinfluencer,Horror| Thriller,2022,"4,6"
The Desperate Hour,Thriller,2022,"6,1"
Gifted,Drama| Comedy,2017,"8,1"
Kung Fu Panda,Action| Adventure| Animation| Family| Comedy,2008,"7,2"
Family Game,Thriller| Drama,2022,"5,5"
You Will Not Have My Hate,Drama| History,2022,"4,9"
Roald Dahl's The Witches,Adventure| Fantasy| Comedy| Family| Horror,2020,"6,4"
The Man from Earth,Science Fiction| Drama,2008,"7,6"
Wrong Turn 3: Left for Dead,Horror| Thriller,2009,"5,6"
Apocalypto,Action| Drama| History,2006,"7,5"
Erotic Ghost Story,Fantasy| Drama| Horror,1990,"5,8"
Somebody I Used to Know,Romance| Comedy| Drama,2023,6
You Won't Be Alone,Horror| Drama,2022,"6,6"
The Takeover,Crime,2022,"5,9"
Venom,Science Fiction| Action,2018,"6,8"
Venom,Science Fiction| Action,2018,"6,8"
Catch Me If You Can,Drama| Crime,2003,8
The Lord of the Rings: The Two Towers,Adventure| Fantasy| Action,2002,"8,4"
Mari(dos),Comedy,2023,"3,8"
Through My Window,Drama| Romance,2022,"7,4"
Decision to Leave,Crime| Drama| Mystery| Romance,2022,"7,4"
Dead for a Dollar,Western| Thriller,2022,"5,7"
X-Men: Apocalypse,Action| Adventure| Science Fiction| Fantasy,2016,"6,5"
No Time to Die,Adventure| Action| Thriller,2021,"7,4"
Extraction,Drama| Action| Thriller,2020,"7,3"
A Trip to Infinity,Documentary,2022,"7,3"
Alita: Battle Angel,Action| Science Fiction| Adventure,2019,"7,2"
Brave,Animation| Adventure| Comedy| Family| Action| Fantasy,2012,7
Monsters University,Animation| Family,2013,7
Iron Man,Action| Science Fiction| Adventure,2008,"7,6"
Snow White and the Seven Dwarfs,Fantasy| Animation| Family,1938,"7,1"
The Curse of La Llorona,Horror| Mystery| Thriller,2019,"5,7"
Teenage Mutant Ninja Turtles,Science Fiction| Action| Adventure| Comedy,2014,"5,9"
Teenage Mutant Ninja Turtles,Science Fiction| Action| Adventure| Comedy,2014,"5,9"
Constantine: The House of Mystery,Animation| Action| Adventure| Horror,2022,7
The Hobbit: An Unexpected Journey,Adventure| Fantasy| Action,2012,"7,3"
Kimi,Thriller,2022,"6,3"
Spider-Man: Far From Home,Action| Adventure| Science Fiction,2019,"7,5"
Cuento de Primavera-A Spring Tale,Drama| Fantasy| Mystery,2022,"8,1"
Finch,Science Fiction| Drama| Adventure,2021,8
The Hangover Part II,Comedy,2011,"6,5"
The Stranger,Thriller,2022,"6,2"
The Man from Toronto,Action| Adventure| Comedy,2022,"6,6"
2012,Action| Adventure| Science Fiction,2009,"5,8"
White Chicks,Comedy| Crime,2004,"6,9"
Army of Thieves,Crime| Comedy,2021,"6,9"
Dragon Ball Z: Battle of Gods,Animation| Action| Science Fiction,2013,"6,8"
Star Wars,Adventure| Action| Science Fiction,1977,"8,2"
Scream 2,Horror| Mystery,1997,"6,5"
American Sniper,War| Action,2015,"7,4"
Last Days in the Desert,Adventure| Drama| History,2016,"5,7"
Lobo Feroz,Drama| Thriller,2023,"6,3"
The Forever Purge,Horror| Action| Thriller,2021,"7,1"
Scary Movie 5,Comedy,2013,"4,8"
Annabelle: Creation,Horror| Mystery| Thriller,2017,"6,6"
Meet Joe Black,Fantasy| Drama| Romance,1999,"7,3"
Dawn of the Planet of the Apes,Science Fiction| Action| Drama| Thriller,2014,"7,3"
Scarface,Action| Crime| Drama,1984,"8,2"
Train to Busan,Horror| Thriller| Adventure| Action,2016,"7,8"
Scream 4,Horror| Mystery,2011,"6,4"
The Shawshank Redemption,Drama| Crime,1995,"8,7"
Beauty and the Beast,Romance| Family| Animation| Fantasy,1992,"7,7"
Beauty and the Beast,Romance| Family| Animation| Fantasy,1992,"7,7"
Terminator Genisys,Science Fiction| Action| Thriller| Adventure,2015,"5,9"
Looks Can Kill,Thriller,2022,"4,6"
Black Panther,Action| Adventure| Science Fiction,2018,"7,4"
Batman v Superman: Dawn of Justice,Action| Adventure| Fantasy,2016,"5,9"
A Monster Calls,Drama| Fantasy,2017,"7,3"
Spider-Man,Fantasy| Action,2002,"7,3"
Vacation Friends,Comedy,2021,"7,1"
The Simpsons in Plusaversary,Animation| Comedy| Fantasy,2021,"6,6"
The Last Manhunt,Western,2023,"5,6"
Scary Movie 2,Comedy,2001,"5,8"
Harry Potter 20th Anniversary: Return to Hogwarts,Documentary,2022,"7,3"
Life Is Beautiful,Comedy| Drama,2006,"8,5"
The Twin,Horror| Mystery,2022,6
Wrong Turn 2: Dead End,Horror| Thriller,2007,6
Knowing,Action| Mystery| Science Fiction| Thriller,2009,"6,2"
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,Animation| Action| Adventure| Fantasy,2021,"6,8"
Annabelle Comes Home,Horror| Mystery| Thriller,2019,"6,4"
Chupa,Adventure| Fantasy| Family,2023,"6,9"
The Matrix,Action| Science Fiction,1999,"8,2"
Sex and Zen II,Drama| Fantasy| Romance| Comedy,1996,6
Despicable Me 2,Animation| Comedy| Family,2013,"6,9"
Chip 'n Dale: Rescue Rangers,Animation| Family| Comedy| Adventure| Mystery,2022,7
Pacific Rim: Uprising,Action| Fantasy| Science Fiction| Adventure,2018,"6,1"
Spirit Untamed,Animation| Adventure| Family| Western,2021,"7,3"
Samson and Delilah,Drama| Romance| Adventure,1949,"6,6"
Capturing Avatar,Documentary,2010,"7,8"
Psychosexual,Thriller,2022,2
The Mummy,Adventure| Action| Fantasy,1999,"6,9"
The Mummy,Adventure| Action| Fantasy,1999,"6,9"
Scooby-Doo,Mystery| Adventure| Comedy,2002,6
Jurassic World,Action| Adventure| Science Fiction| Thriller,2015,"6,7"
Kingsman: The Golden Circle,Action| Adventure| Comedy,2017,7
Spirit: Stallion of the Cimarron,Western| Animation| Adventure| Comedy| Family| Drama,2002,"7,7"
Broken Ties,Thriller| TV Movie,2023,"7,2"
The Little Guy,Animation| Family| Comedy| Science Fiction,2022,"7,4"
Project X,Comedy,2012,"6,8"
Tom & Jerry,Comedy| Family| Animation,2021,"6,9"
Tarzan,Family| Adventure| Animation| Drama,1999,"7,4"
Corpse Bride,Romance| Fantasy| Animation,2005,"7,5"
Tom Clancy's Without Remorse,Action| Thriller,2021,7
Dragon Ball Z: Fusion Reborn,Animation| Action| Fantasy| Science Fiction,2006,"7,4"
Madagascar,Family| Animation| Adventure| Comedy,2005,"6,9"
The Twilight Saga: Breaking Dawn - Part 1,Adventure| Fantasy| Romance,2011,"6,2"
Army of the Dead,Action| Crime| Horror| Thriller,2021,"6,3"
The Friendship Game,Science Fiction| Horror,2022,"5,3"
Maleficent,Fantasy| Adventure| Action| Family| Romance,2014,"7,1"
The Evil Dead,Horror,1983,"7,3"
xXx: Return of Xander Cage,Action| Adventure| Crime,2017,"6,1"
Incredibles 2,Action| Adventure| Animation| Family,2018,"7,5"
Incantation,Horror,2022,"6,9"
Cinderella,Romance| Fantasy| Family| Drama,2015,"6,8"
Cinderella,Romance| Fantasy| Family| Drama,2015,"6,8"
Wreck-It Ralph,Family| Animation| Comedy| Adventure,2012,"7,3"
The Equalizer,Thriller| Action| Crime,2014,"7,2"
1917,War| Drama| History,2020,8
Black Water: Abyss,Horror| Action| Adventure,2020,"5,2"
Golden Escape,Drama| Crime,2022,"6,7"
Magnum Opus,Animation| Family| Science Fiction| Comedy,2022,"7,4"
...Watch Out; We're Mad,Comedy| Action,2022,"6,2"
The Hangover Part III,Comedy,2013,"6,2"
Black Site,Action| Thriller,2022,"6,7"
Ice Age: The Meltdown,Animation| Family| Comedy| Adventure,2006,"6,7"
The Intouchables,Drama| Comedy,2012,"8,3"
Girl in the Basement,Crime| Thriller| TV Movie,2021,"7,9"
Ambulance,Thriller| Action,2022,"6,8"
Dragon Ball Z: Broly – Second Coming,Animation| Action| Science Fiction,1994,"6,7"
Host,Horror| Thriller| Mystery,2020,"6,5"
The Rape,Drama,1982,"3,5"
Blended,Comedy| Romance,2014,"6,9"
Don't Breathe 2,Thriller| Horror,2021,"7,2"
Jurassic World: Fallen Kingdom,Action| Adventure| Science Fiction| Thriller,2018,"6,6"
Naruto Shippuden the Movie: Blood Prison,Thriller| Animation| Action| Comedy| Horror| Mystery,2011,"7,3"
Bubble,Animation| Adventure| Science Fiction,2022,"7,5"
The Meg,Action| Science Fiction| Horror,2018,"6,2"
Coherence,Thriller| Science Fiction,2013,"7,3"
The Commando,Action| Crime| Thriller,2022,"5,7"
Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,Animation| Action| Adventure| History| Drama| Fantasy,2021,"5,8"
Spiderhead,Science Fiction| Thriller,2022,"5,8"
Transformers: The Last Knight,Action| Adventure| Science Fiction,2017,"6,1"
The Red Book Ritual,Horror,2022,"5,6"
Parasite,Comedy| Thriller| Drama,2019,"8,5"
Wonder Woman 1984,Action| Adventure| Fantasy,2020,"6,5"
Jumanji: The Next Level,Adventure| Comedy| Fantasy,2019,"6,9"
Dragon Ball Z: Bojack Unbound,Action| Animation| Science Fiction,1993,"7,1"
Tinker Bell and the Legend of the NeverBeast,Adventure| Animation| Family,2015,"7,2"
Mia and Me: The Hero of Centopia,Animation| Fantasy| Adventure,2022,"7,1"
Groot's Pursuit,Animation| Family| Comedy| Science Fiction,2022,"7,2"
Road to Ninja: Naruto the Movie,Animation| Fantasy| Action,2012,"7,6"
Mobile Suit Gundam Hathaway,Animation| Action| Drama| Science Fiction,2021,"7,4"
Inexorable,Thriller,2022,"5,9"
WALL·E,Animation| Family| Science Fiction,2008,"8,1"
Legend Quest: The Origin,Animation| Comedy| Fantasy| Adventure| Family,2021,"8,3"
The Banshees of Inisherin,Drama| Comedy,2022,"7,5"
The Hobbit: The Desolation of Smaug,Fantasy| Adventure| Action,2013,"7,6"
Ava,Action| Crime| Drama| Adventure| Thriller,2020,"5,8"
The Blind Side,Drama,2010,"7,7"
The Case for Christ,Drama,2017,"6,9"
Unbroken: Path to Redemption,Drama,2018,"6,9"
A Quiet Place,Horror| Drama| Science Fiction,2018,"7,4"
Lilo & Stitch,Animation| Family,2002,"7,5"
Rocky,Drama| Romance,1977,"7,8"
Baba Yaga: Terror of the Dark Forest,Horror,2020,6
Wendell & Wild,Animation| Comedy| Fantasy| Adventure,2022,"6,8"
Avatar: The Deep Dive - A Special Edition of 20/20,Documentary,2022,"7,5"
Just Love and a Thousand Songs,Music| Documentary,2022,"6,8"
Héctor El Father: Conocerás la verdad,Drama| Documentary,2018,"7,8"
The Lion King II: Simba's Pride,Family| Adventure| Animation| Action,2000,"6,9"
The Simpsons Movie,Animation| Comedy| Family,2007,7
The Mummy Returns,Adventure| Action| Fantasy,2001,"6,3"
Elvis,Drama| Music| History,2022,"7,7"
The House,Animation| Drama| Comedy| Horror| Fantasy,2022,"7,1"
Fortress,Action| Thriller| Crime,2022,6
The Grandmother,Drama| Horror,2022,"5,9"
King of Kings,Drama| History,1961,"7,1"
In Time,Action| Thriller| Science Fiction,2011,7
Hansan: Rising Dragon,Action| History| Drama| War,2022,"7,2"
Taken 3,Thriller| Action,2015,"6,2"
A Bug's Life,Adventure| Animation| Comedy| Family,1998,7
Maleficent: Mistress of Evil,Family| Fantasy| Adventure| Action,2019,"7,3"
Bad Boys for Life,Thriller| Action| Crime,2020,"7,2"
